gene,fdr,stat
PSMD6,0,0
PSMB2,0,0
RPS13,0,0
COPB1,0,0
RPL11,0,0
POLR2D,0.0020666666666666667,2e-4
RPS9,0.0020666666666666667,2e-4
NUP98,0.005918181818181818,7e-4
PSMD11,0.0020666666666666667,2e-4
RPS19,0.0020666666666666667,2e-4
COPS4,0.0037200000000000006,4e-4
POLR2A,0.006200000000000001,8e-4
RPS8,0.006200000000000001,0.001
PSMD7,0.006200000000000001,0.001
PSMC4,0.006200000000000001,0.001
NUP93,0.0151125,0.0026
COPA,0.016533333333333334,0.0032
RPL18A,0.016411764705882355,0.003
POLR2F,0.025685714285714284,0.0056
PSMC2,0.02916818181818182,0.0069
RPL3,0.025685714285714284,0.0054
NUP205,0.025685714285714284,0.0058
RPL36,0.0445625,0.0115
NUP54,0.04512222222222222,0.0131
RPS3A,0.033560869565217394,0.0083
COPS6,0.053475,0.0161
RPL34,0.04512222222222222,0.0126
RPL35A,0.04512222222222222,0.0128
POLA1,0.060610344827586204,0.0189
PSMC1,0.06386,0.0206
RPL9,0.07919999999999999,0.0264
COPZ1,0.16421142857142856,0.0618
NUP133,0.16421142857142856,0.059
RPS11,0.16421142857142856,0.0617
RPS27,0.138628125,0.0477
PSMD1,0.2015,0.078
COPS2,0.2025891891891892,0.0806
COPS8,0.2236894736842105,0.0914
PSMA3,0.2377170731707317,0.1023
RPL5,0.2377170731707317,0.1048
RPL6,0.2377170731707317,0.1004
PSMB3,0.4729714285714286,0.2136
RPL30,0.4974418604651163,0.23
RPS24,0.7264568181818183,0.3437
RPL27,0.9999,0.5187
RPS7,0.9999,0.8511
LYZL6,0.9999,0.9814
OTUD6A,0.9999,0.9884
IL1F10,0.9999,0.9895
MRGPRD,0.9999,0.99
RPTN,0.9999,0.991
KRT25,0.9999,0.9921
PIWIL3,0.9999,0.9928
CRYGB,0.9999,0.9933
IL22,0.9999,0.9935
TPH2,0.9999,0.9937
DMRTC2,0.9999,0.9939
HTR3D,0.9999,0.994
DMRTB1,0.9999,0.9947
OC90,0.9999,0.9949
RNASE9,0.9999,0.9946
OR9Q2,0.9999,0.9959
KRT74,0.9999,0.9959
NPHS2,0.9999,0.996
FCRL4,0.9999,0.9963
RXFP2,0.9999,0.9965
OLIG2,0.9999,0.9965
CYP7A1,0.9999,0.9974
SPATA16,0.9999,0.9981
LHX5,0.9999,0.9988
KRT9,0.9999,0.9988
CABP5,0.9999,0.999
TRIM42,0.9999,0.999
ADH7,0.9999,0.9992
LUZP4,0.9999,0.9992
FAM71B,0.9999,0.9992
SAGE1,0.9999,0.9992
ABCG8,0.9999,0.9993
NPSR1,0.9999,0.9993
MAGEB3,0.9999,0.9993
TAS2R13,0.9999,0.9993
VN1R2,0.9999,0.9994
OR12D2,0.9999,0.9996
POU4F2,0.9999,0.9996
NLRP5,0.9999,0.9996
DEFB129,0.9999,0.9996
TAS2R9,0.9999,0.9996
TAAR8,0.9999,0.9996
TAAR1,0.9999,0.9998
KRT77,0.9999,0.9998
PLA2G2E,0.9999,0.9999
TGM6,0.9999,0.9999
OR52E8,0.9999,0.9999
