gene,fdr,stat
RPS13,1.0419516627041948e-7,5.153739406923974e-8
RPL11,1.08388219943178e-5,6.2935095450877545e-6
RPS19,4.2414694763516895e-6,2.3259671321928622e-6
RPL35A,0.011791847592435914,0.009889936690430121
PSMB2,1.5570143559457022e-8,7.199098635017764e-9
RPS8,3.9972429124389696e-4,2.7078097148780115e-4
POLR2D,1.4016517848948338e-5,8.440053758506526e-6
POLR2A,8.854752227651841e-4,6.474442489035754e-4
NUP93,1.2230820321252676e-4,7.890851820163016e-5
RPL18A,3.193495631752432e-5,1.9573037742998777e-5
RPL34,0.0028804202829033096,0.0022300027996670782
RPL36,0.0016705206626428759,0.0012573811439247453
PSMD11,3.428472725866237e-7,1.7695343101245095e-7
COPB1,4.775253247352192e-6,2.6700340737883227e-6
PSMD7,6.669855495655558e-6,3.8011004437606944e-6
COPA,2.625046133165388e-4,1.750030755443592e-4
COPS4,1.3673537696756417e-5,8.086500788404333e-6
RPS3A,4.321371043021316e-4,3.0203130945847905e-4
RPS9,0.006434930899470776,0.005258653208169667
PSMC4,5.896116287662946e-5,3.7405468921732666e-5
PSMD6,2.32475269945271e-11,6.249335213582553e-12
RPL9,0.013688639957822664,0.011775174157266807
RPL6,0.015502895680729946,0.013502522044506728
PSMC1,8.934698443836038e-4,6.628969813168673e-4
POLR2F,7.780758121318556e-4,5.521828344161555e-4
PSMC2,2.2780719984204624e-4,1.4942192677811636e-4
POLA1,0.005280212988778621,0.0041938445421784544
NUP205,0.001891848953586292,0.001444314792522868
RPS11,0.025708466693714672,0.023220550562064863
COPS6,8.513336724745141e-4,6.133264092020693e-4
NUP133,0.013635768671563983,0.011583072312403813
RPL5,0.023236988755441845,0.020738387813996485
NUP54,0.005455133904226025,0.004399301535666149
PSMA3,0.027496592956552223,0.02513129463770902
PSMB3,0.07738186261731135,0.07322154742283224
RPL3,0.005280212988778621,0.004201459797522774
COPZ1,0.010984423445481974,0.009094630164538839
NUP98,4.054190464733091e-5,2.528419859726014e-5
COPS2,0.030275392953992293,0.027996599935949863
RPL30,0.07846615874256721,0.07509127019449979
RPS27,0.043534169410650914,0.04072551331964118
PSMD1,0.016420939313152957,0.014478677673962825
RPL27,0.22624560118401774,0.22138010438436145
COPS8,0.13189947001815566,0.12764464840466674
RPS24,0.4108751197746883,0.40645710773410026
RPS7,0.7449353327872548,0.7449353327872548
LYZL6,1,1
IL1F10,1,1
MRGPRD,1,1
DMRTC2,1,1
DMRTB1,1,1
KRT25,1,1
HTR3D,1,1
PIWIL3,1,1
OC90,1,1
OR9Q2,1,1
TPH2,1,1
KRT74,1,1
RNASE9,1,1
RPTN,1,1
FCRL4,1,1
KRT9,1,1
CRYGB,1,1
OTUD6A,1,1
CYP7A1,1,1
IL22,1,1
LUZP4,1,1
NPHS2,1,1
SPATA16,1,1
ABCG8,1,1
RXFP2,1,1
NPSR1,1,1
CABP5,1,1
OLIG2,1,1
OR12D2,1,1
TAS2R13,1,1
LHX5,1,1
KRT77,1,1
TRIM42,1,1
PLA2G2E,1,1
ADH7,1,1
TAAR8,1,1
SAGE1,1,1
VN1R2,1,1
TGM6,1,1
TAS2R9,1,1
MAGEB3,1,1
DEFB129,1,1
FAM71B,1,1
TAAR1,1,1
POU4F2,1,1
NLRP5,1,1
OR52E8,1,1
