gene,fdr,stat
RPS9,0.29760000000000003,0.0064
RPL9,0.6572,0.0212
PSMB2,0.279,0.003
RPL35A,0.8827846153846154,0.0753
RPL34,0.8827846153846154,0.0858
RPS19,0.8827846153846154,0.0724
RPS8,0.8827846153846154,0.0763
RPS13,0.8827846153846154,0.086
RPL11,0.8827846153846154,0.0895
POLR2A,0.8827846153846154,0.0996
POLR2D,0.8827846153846154,0.1074
RPL18A,0.8827846153846154,0.119
NUP93,0.8827846153846154,0.1234
RPL5,0.9114,0.1372
RPL36,0.94674,0.1527
PSMB3,0.9836863636363636,0.1926
COPB1,0.9836863636363636,0.196
PSMD7,0.9836863636363636,0.1981
PSMC1,0.9836863636363636,0.2097
COPA,0.9836863636363636,0.2184
COPZ1,0.9836863636363636,0.2327
PSMD6,0.9836863636363636,0.2303
PSMD11,0.9999,0.2963
COPS4,0.9999,0.3136
PSMC4,0.9999,0.3449
RPS11,0.9999,0.3738
POLA1,0.9999,0.3755
RPS3A,0.9999,0.3777
RPL27,0.9999,0.4279
PSMC2,0.9999,0.4454
POLR2F,0.9999,0.4563
COPS2,0.9999,0.4787
PSMA3,0.9999,0.4957
NUP205,0.9999,0.4992
RPL3,0.9999,0.5209
NUP133,0.9999,0.5329
NUP54,0.9999,0.5437
COPS6,0.9999,0.5663
RPL30,0.9999,0.5729
RPL6,0.9999,0.3591
NUP98,0.9999,0.641
RPS24,0.9999,0.6902
RPS27,0.9999,0.5917
PSMD1,0.9999,0.7555
COPS8,0.9999,0.9021
RPS7,0.9999,0.8811
LYZL6,0.9999,0.985
OTUD6A,0.9999,0.9907
IL1F10,0.9999,0.9913
MRGPRD,0.9999,0.9916
RPTN,0.9999,0.9918
KRT25,0.9999,0.9927
PIWIL3,0.9999,0.9933
DMRTC2,0.9999,0.9943
HTR3D,0.9999,0.9946
TPH2,0.9999,0.9946
CRYGB,0.9999,0.9948
DMRTB1,0.9999,0.9951
RNASE9,0.9999,0.9948
IL22,0.9999,0.9953
OC90,0.9999,0.9953
OR9Q2,0.9999,0.9958
KRT74,0.9999,0.9959
NPHS2,0.9999,0.9959
FCRL4,0.9999,0.9964
RXFP2,0.9999,0.9969
CYP7A1,0.9999,0.9971
OLIG2,0.9999,0.9972
SPATA16,0.9999,0.9975
KRT9,0.9999,0.998
CABP5,0.9999,0.998
TRIM42,0.9999,0.998
ADH7,0.9999,0.9981
LUZP4,0.9999,0.9982
LHX5,0.9999,0.9982
ABCG8,0.9999,0.9983
MAGEB3,0.9999,0.9983
TAS2R13,0.9999,0.9984
SAGE1,0.9999,0.9985
NPSR1,0.9999,0.9988
VN1R2,0.9999,0.9989
OR12D2,0.9999,0.9992
POU4F2,0.9999,0.9994
FAM71B,0.9999,0.9994
DEFB129,0.9999,0.9994
TAS2R9,0.9999,0.9995
TAAR8,0.9999,0.9997
NLRP5,0.9999,0.9998
TAAR1,0.9999,0.9998
KRT77,0.9999,0.9998
TGM6,0.9999,0.9999
PLA2G2E,0.9999,0.9999
OR52E8,0.9999,0.9999
